"specie","A","Aloc","IntraDO","InterDO","E","TR","TRMO"
"Corvus cornix",3.88527195937571,2.97792860036729,3.23007173985402,2.48246463596824,1.83334753914085,1.7587448955938,2.86795652391672
"Egretta garzetta",4.19124834706313,3.24587158904237,5.18820882137823,2.48246463596824,1.94587912622844,2.52337834418244,3.76830946592752
"Ardea cinerea",5.61825692599663,4.74840230482518,5.20996590006183,2.31803797184245,3.74436547018138,2.69375637599342,4.18009879599448
"Anas platyrhynchos",5.1384032260658,3.9662243000585,4.60076769692097,2.56467796803114,3.07910754215127,2.37416271670255,3.918368289596
"Circus aeruginosus",2.59174547912599,1.97482124360521,2.35978859250992,2.31803797184245,1.89730920676584,1.83773082781685,1.77217813712841
"Pica pica",2.97400042989733,2.66020936901431,2.83119196398798,1.98918464359084,0.709719217965707,1.87638081076128,2.99492937471313
"Falco tinnunculus",1.6621872341308,1.17211041798182,1.73971185002725,2.23582463977954,0.568897675812685,1.62283828596093,1.39952374944674
"Ardea alba",2.80507078700903,2.57981949320579,3.11766016665541,1.90697131152795,2.28198998119888,2.56642992145915,3.0890958430071
"Cettia cetti",2.07662385094815,1.8244119412448,1.73971185002725,1.90697131152795,0.315113636537284,1.55565375931016,1.60825218838408
"Buteo buteo",1.47651597081676,1.38586325389384,1.22479432118199,1.66033131533925,1.17214961590767,1.21511845706234,1.15299853913426
"Phalacrocorax carbo",5.06259380208087,4.36253552169594,4.78932904551219,2.23582463977954,3.47208484962004,2.49924539480838,4.13273803769381
"Larus michahellis",3.63559699755773,3.44108438498041,4.03508365114729,1.90697131152795,1.77236976043995,2.5874877581706,3.74066705104124
"Chroicocephalus ridibundus",2.89468082333646,2.98257187903152,3.43313780756762,1.66033131533925,2.09610725151218,2.51829772326158,3.21094812087324
"Sturnus vulgaris",1.7861639163793,1.39994727644219,1.61279555770623,2.07139797565374,0.499511327536845,1.2208341555983,1.667485934569
"Passer italiae",1.64756179299935,1.65257075587028,1.53664578231362,1.57811798327635,0.532707541818822,1.89629523552458,1.73368835677567
"Gallinula chloropus",2.47412386669735,2.15512356060346,1.97903971554687,1.98918464359084,1.57682765738617,1.8558629185809,1.60977100238882
"Streptopelia decaocto",1.3136042291899,0.934400121468526,1.51851488341062,2.07139797565374,0.0803973854717205,1.2808489902259,1.49866975794198
"Hirundo rustica",1.90220775876167,1.34290928960392,1.91739465927666,2.31803797184245,0.67980323176884,1.35389030058661,1.51044763072991
"Turdus merula",2.77808425851967,2.64625908869185,1.91739465927666,1.82475797946505,1.73647508259288,1.62850249171729,1.84998990930092
"Ardea purpurea",0.706895644708271,0.707896231334929,0.441539488572303,1.33147798708765,1.24523472452205,1.23503121325214,-0.147741771097924
"Fringilla coelebs",1.36780948337809,1.26347086362036,1.09787802886098,1.66033131533925,1.14318950857484,1.28370683949388,0.767132992558208
"Erithacus rubecula",2.12229021973638,1.79962343300432,1.65993589485404,1.98918464359084,1.06587923915905,1.32239772189116,1.60977100238883
"Fulica atra",3.98774256153448,3.56885567571496,3.45489488625124,2.07139797565374,2.48414113610921,2.58117040715716,3.2431035830879
"Bubulcus ibis",1.3287690480294,0.903212391368488,1.07249477039677,2.15361130771664,0.605529425759988,0.811952599354996,0.843992390046935
"Columba palumbus",2.2734133154001,1.87996615580516,2.29451735645911,2.07139797565374,0.994796094635861,1.38087371460522,2.00511828782305
"Cisticola juncidis",0.886470218597132,0.631617464392766,1.3444582539418,1.82475797946505,0.266307943653178,1.04457437101635,1.2416433268612
"Alcedo atthis",1.47559067829414,1.14618459482939,1.44599128779861,1.98918464359084,0.784506453365852,1.34291561407153,1.26348140930775
"Merops apiaster",0.359534606974641,0.193113685116701,0.310997016470688,1.49590465121345,0.308787793080391,0.703130430628927,-0.0377279707544747
"Rallus aquaticus",0.97734032970872,1.18916608692601,0.568455780893317,1.16705132296185,0.176562091730711,1.15047193569008,0.42561980765756
"Carduelis carduelis",1.23872846610836,1.11813883592982,1.06524241083557,1.66033131533925,0.655783584096365,1.32943242778157,0.767132992558208
"Columba livia",1.1864309879492,0.951087207606447,1.11600892776398,1.82475797946505,-0.013419996269131,0.979693468716246,0.998304693885305
"Delichon urbicum",0.486603961752281,0.307006238318066,0.213090162394477,1.57811798327635,-0.0111467250070989,0.578322396644027,-0.318586731631283
"Acrocephalus scirpaceus",0.271361947953431,0.154256734081206,0.126061847660069,1.33147798708765,0.227260402359319,0.228330761434389,-0.0751326628712473
"Apus apus",0.128421922270856,-0.0560213810751786,0.260230499542283,1.41369131915055,-0.133248307160305,0.685701880168895,-0.0910159052958325
"Motacilla alba",0.964603603303785,0.671234610928076,0.876681062244351,1.90697131152795,0.189329933699587,0.776513800986967,0.601278503240429
"Ardeola ralloides",0.342129426965534,0.326014757607659,0.256604319761683,1.16705132296185,0.450876089493733,0.73657652446528,0.1151532759297
"Circus cyaneus",-0.274029930903272,-0.24807993141979,-0.261939388864174,0.262704670269957,-0.318405889756671,-0.0283635133168619,-0.0832003415631004
"Sylvia atricapilla",1.16044619774624,1.5229732708557,0.887559601586153,1.08483799089895,0.916156494728808,1.54662897214811,1.10476534581226
"Saxicola rubicola",0.40786963876886,0.370104213622889,0.358137353618494,1.24926465502475,0.241334382184463,0.914091667501697,0.0918682860501105
"Luscinia megarhynchos",0.204704821031397,0.177889431616061,0.220342521955678,1.08483799089895,0.318643937968698,0.803588162473105,-0.0206758317012389
"Phylloscopus collybita",1.11780342725612,0.830104527518703,0.916569039830956,1.90697131152795,0.349552081000824,0.98709216810134,0.838213487980112
"Phasianus colchicus",0.432460602003058,0.811538463324344,0.633727016944124,0.673771330584455,0.437752894049906,1.33042646230956,1.37389258391331
"Cuculus canorus",-0.0772188323286401,-0.132121362132704,-0.0407424222475501,0.838197994710251,-0.151969895025433,0.236590867705713,-0.403325832055827
"Cyanistes caeruleus",1.213503780371,1.42834283120579,0.767895668826338,1.24926465502475,1.00974503095725,1.23417078551555,0.617074168889741
"Phoenicurus ochruros",0.269449515839908,0.117647143607246,0.213090162394477,1.41369131915055,-0.239599596306273,0.460646250315407,0.0496642418933545
"Serinus serinus",0.341184028521851,0.418553678204083,0.274735218664684,1.00262465883605,0.192047941035769,0.875563625518547,-0.0832003415631004
"Podiceps cristatus",2.5391955879198,2.39183347690919,2.54472376132054,1.82475797946505,2.38466349190939,2.36381938445181,2.39750183349667
"Threskiornis aethiopicus",-0.147913923865977,0.0850723421153213,-0.0878827593953561,0.180491338207057,0.153699318266426,0.36650533325251,0.0786278016087764
"Aegithalos caudatus",1.41697457474254,1.786559616187,0.811409826193544,1.16705132296185,1.29137787889536,1.56436734691489,1.04655287111328
"Tachybaptus ruficollis",2.41686482007666,2.1772455998721,1.77597364783325,1.90697131152795,2.00639017721323,1.87152130998172,1.78595342693885
"Picus viridis",0.71085901087107,1.11009174320101,0.535820162867912,0.838197994710251,0.429456332357656,0.908757015534796,1.12727416936253
"Parus major",1.62221938428643,1.54991040016578,1.3263273550388,1.66033131533925,0.67898409855299,1.30656963363773,1.53886408571032
"Acrocephalus arundinaceus",-0.164329097340195,-0.057074186249034,-0.200294332593969,0.344918002332853,-0.013518772416864,0.502761923738284,-0.346461435718303
"Passer montanus",0.342771822349633,0.372201090324177,0.249351960200481,1.08483799089895,-0.0759189970668814,0.489224742995211,0.140101479372117
"Emberiza schoeniclus",0.405231346937,0.628344041793776,0.23484724107808,0.838197994710251,0.418986255929637,1.00478075093895,0.22692122735173
"Streptopelia turtur",0.089478834588956,-0.0172975087925984,0.165949825246673,1.16705132296185,-0.027758916061485,0.43305322290042,0.0375366429977344
"Trithemis annulata",-0.465110172007838,-0.322043340922818,-0.494014894822601,-0.559428650359043,0.334930215546908,-0.539600993477873,-0.583396420457987
"Acrocephalus melanopogon",-0.42239377947482,-0.277682267033405,-0.468631636358398,-0.395001986233242,-0.540380269364966,-0.179511985712292,-0.583396420457987
"Himantopus himantopus",1.25970557472432,1.14175691544861,2.26188173843371,1.66033131533925,1.37866976302981,1.7866883106585,2.24628425443309
"Motacilla flava",0.152379936296912,0.278604993554688,0.0898000498540641,0.755984662647351,-0.0616131050827527,0.493987825108519,0.354471227469927
"Chloris chloris",0.320492659357118,0.180504256924198,0.165949825246673,1.41369131915055,-0.409298640108533,0.485652431410239,-0.302036126079613
"Corvus monedula",0.267914832009583,0.186266943600435,0.165949825246673,1.24926465502475,-0.164736767176492,0.300606691308483,0.166897697884343
"Podarcis siculus",0.573347233626294,1.05292272349786,0.281987578225886,0.673771330584455,1.19276914337061,0.0431517485582143,0.199519181290533
"Crocothemis erythraea",-0.425072915638064,-0.533357885647548,-0.417865119429992,0.0982780061441563,-0.38137965600837,-0.489588631288209,-0.4427162732688
"Orthetrum cancellatum",0.46300150739751,2.02470606736277,0.14056656678247,-0.0661486579816446,2.11962584278657,-0.168080588640364,0.0597128238354399
"Grus grus",-0.474968524236407,-0.615439817245736,-0.370724782282188,-0.0661486579816446,-0.517214970935112,-0.110923603280749,-0.101064487237918
"Oenanthe oenanthe",-0.410202486062148,-0.546195103644012,-0.345341523817985,0.262704670269957,-0.595759605982004,-0.295096111661734,-0.458347400734265
"Plegadis falcinellus",-0.165149120052624,-0.0587749315444932,-0.0842565796147562,0.344918002332853,-0.252149733407536,0.165836536355282,0.127408533761064
"Galerida cristata",0.342391648521562,1.51007959710906,0.14419274656307,0.0160646740812557,0.532551777086558,0.834071887998235,1.51742711090054
"Pandion haliaetus",0.137057059661092,0.161497076930575,0.445165668352902,0.920411326773151,0.258938790110926,0.768414633021028,0.542044757055509
"Riparia riparia",-0.344346109214306,-0.430433462043387,-0.30907972601198,0.344918002332853,-0.563844100341239,-0.128973177604844,-0.346461435718303
"Garrulus glandarius",0.980371431460935,1.05553178334146,0.713502972117332,1.33147798708765,0.496497771053923,0.951090060175336,0.723567527622203
"Anthus pratensis",0.162395320128093,0.0817844829530288,0.0934262296346639,1.16705132296185,-0.326907466922847,0.460646250315407,-0.272929888730125
"Hieraaetus pennatus",-0.498705087403689,-0.57839782328327,-0.475883995919599,-0.395001986233242,-0.264481379041464,-0.179511985712292,-0.583396420457987
"Ischnura elegans",0.572316337143447,3.22538685105609,0.202211623052677,-0.312788654170341,3.70468432116532,0.387900996221351,0.644357591374916
"Motacilla cinerea",-0.200670636738082,-0.301080826367266,-0.261939388864174,0.755984662647351,-0.113665102642469,-0.00613579678812063,-0.395822890872404
"Upupa epops",-0.149332609797346,-0.150868899808813,-0.0117329840027474,0.591557998521554,-0.258586555593414,0.606136758503519,-0.0718322488609439
"Coracias garrulus",-0.544800849052668,-0.682111868333327,-0.504893434164402,-0.641641982421938,-0.752530167475822,-0.339551544719217,-0.583396420457987
"Saxicola rubetra",-0.386442715141564,-0.538950021464167,-0.298201186670179,0.427131334395753,-0.507557310301029,-0.299541654967485,-0.358308184955288
"Troglodytes troglodytes",0.498959906868677,0.648827113705646,0.191333083710876,1.00262465883605,0.350330047283869,0.57919407180202,0.000165671586047415
"Tarentola mauritanica",-0.546176523310348,-0.589043473503208,-0.4867625352614,-0.806068646547739,-0.339724517144555,0.300606691308483,-0.583396420457987
"Tringa glareola",-0.0798984942954595,-0.222653360991732,0.180454544369074,1.08483799089895,-0.206911746260293,0.374910772275981,-0.101064487237918
"Dendrocopos major",0.526994461846687,1.06056881068246,0.22759488151688,0.591557998521554,0.50998529180909,0.969863028973807,0.439731922736101
"Falco columbarius",-0.55051770702217,-0.742744006014689,-0.537529052189805,-0.559428650359043,-0.801457950755932,-0.939699890995184,-0.583396420457987
"Falco peregrinus",-0.265457303461285,-0.266816328986945,-0.294575006889579,0.344918002332853,-0.49952486831116,-0.00262615733621504,-0.583396420457987
"Gallinago gallinago",0.519104478057938,0.469180816505609,0.184080724149674,1.33147798708765,-0.107560141146489,0.563897578706975,-0.220350879324601
"Lasiommata megera",-0.421915803560501,-0.109276404949683,-0.468631636358398,-0.559428650359043,0.529834862732463,-0.339551544719217,-0.302036126079613
"Papilio machaon",-0.508821061017856,-0.647681873433367,-0.439622198113595,-0.312788654170341,-0.60301601896223,-0.266806290625161,-0.583396420457987
"Tringa nebularia",0.647133604374074,0.631928226535285,1.40610331021201,1.33147798708765,0.381676068358983,1.49315953423105,1.74009504279568
"Accipiter nisus",-0.0419665436232464,-0.0765547002848655,-0.120518377420759,0.838197994710251,-0.184871732538346,0.332614603109867,-0.403325832055827
"Actitis hypoleucos",0.602596686663336,0.441443244326162,1.17402780425358,1.57811798327635,0.15742782186839,1.33144973314721,1.27027140132895
"Anthus spinoletta",-0.277177932264369,-0.291125173113489,-0.240182310180573,0.344918002332853,-0.544159259954471,0.0394895160866611,-0.346461435718303
"Calidris pugnax",-0.0604668732540279,-0.137876436497207,0.32912791537369,0.920411326773151,-0.181230490065817,0.522199926856535,0.368899960514971
"Charadrius dubius",0.0348688054704421,0.179072854908808,-0.0189853435639471,0.591557998521554,-0.363688006791381,0.497018877362439,0.132793419777874
"Falco vespertinus",-0.549621601865347,-0.738329968829276,-0.497641074603201,-0.559428650359043,-0.89508632368115,-0.839675166615856,-0.302036126079613
"Sitta europaea",-0.348020562951784,0.42566054442986,-0.435996018332994,-0.641641982421938,0.731388607900249,0.11770433815771,-0.261841798311273
"Sympetrum sanguineum",-0.416544367251284,1.3489660398257,-0.443248377894195,-0.970495310673538,3.76089997083777,0.193913651970535,2.41778005291133
"Amandava amandava",-0.58933039430555,-0.878204774816819,-0.57741702977641,-1.13492197479934,-1.13672101796554,-1.13974933975384,-0.583396420457987
"Anas crecca",2.20472214491601,2.03560641035302,1.65993589485404,1.82475797946505,1.21480336178639,1.7582642963175,1.667485934569
"Locustella luscinioides",-0.439936257937415,-0.0917778292130993,-0.490388715042,-0.641641982421938,-0.38916181676375,0.00339036743848045,-0.583396420457987
"Sterna hirundo",-0.0278379478965406,0.0228985217890518,0.601091398918722,0.673771330584455,0.173699486027054,1.26084404535003,0.786705882601921
"Tringa ochropus",-0.30887198127312,-0.436635977628151,-0.287322647328377,0.591557998521554,-0.306529249248703,-0.0121979012959607,-0.378770751819169
"Curruca melanocephala",0.720528354883202,0.903845130707408,0.978214096101163,1.08483799089895,0.148453767304697,0.803588162473105,1.34593131242229
"Cygnus olor",1.75686260959946,3.08066645007965,1.51851488341062,0.673771330584455,3.3419101898378,2.72207480150021,2.84185933719178
"Numenius arquata",0.371962401941225,0.639144959665686,0.927447579172757,0.755984662647351,0.202621261497138,1.32752719493625,2.13641975853295
"Pararge aegeria",-0.402006320373691,-0.50392013240605,-0.421491299210593,0.180491338207057,-0.0608644322778926,-0.480762920313559,-0.583396420457987
"Podarcis muralis",-0.220037175896258,0.102126765351252,-0.341715344037383,-0.0661486579816446,1.40658074284335,-0.396708530078831,-0.261841798311273
"Spinus spinus",-0.156701118507732,0.127615373478151,-0.287322647328377,0.0982780061441563,0.487821311679408,0.110559714987759,-0.4427162732688
"Circaetus gallicus",-0.436307260074286,-0.180165880052481,-0.417865119429992,-0.559428650359043,-0.0411297568530233,0.360621525936079,-0.302036126079613
"Fringilla montifringilla",-0.512934648645102,-0.502721450672345,-0.526650512848004,-0.641641982421938,-0.289716850593584,-0.911121398315373,-0.583396420457987
"Ichthyaetus melanocephalus",-0.0505061573084063,-0.015939435335049,0.0789215105122626,0.673771330584455,-0.416526330310771,0.599811084234471,0.199519181290533
"Regulus ignicapilla",-0.319402116447085,-0.312441539794474,-0.352593883379184,0.180491338207057,-0.195663107596742,-0.433692461782114,-0.450991576044634
"Remiz pendulinus",-0.133850112008736,-0.0412614926127687,-0.243808489961173,0.427131334395753,-0.383654588204704,0.0205374630463641,-0.470852302706637
"Vanellus vanellus",0.575288876457958,0.540601012727995,0.601091398918722,1.33147798708765,-0.0726467809546846,0.796213067587994,0.650958419395525
"Alauda arvensis",-0.0306371272253798,0.162101226319173,-0.189415793252168,0.427131334395753,-0.202471902219557,0.420636360563676,-0.470852302706637
"Aythya ferina",0.885443686786434,1.21289906627409,0.764269489045738,1.00262465883605,1.03206021975643,1.76467228666813,0.833825803077527
"Dama dama",-0.568794156543013,-0.650907081576022,-0.504893434164402,-0.970495310673538,-0.521506380397257,-0.339551544719217,0.166897697884343
"Emberiza calandra",0.0692674920841525,0.24068781592748,0.068042971170461,0.591557998521554,0.426605613948487,1.00623565602083,0.235106254097283
"Mareca strepera",1.13542758722367,1.40398171096999,0.825914545315946,1.16705132296185,0.730225663181984,1.75751853881979,0.580853073521492
"Netta rufina",0.34220756822604,0.993494094216341,0.0970524094152637,0.344918002332853,1.76205021670146,0.250067883201034,0.719745995610272
"Pimelia bipunctata",-0.542179408642845,0.0189793916566326,-0.541155231970406,-1.05270864273644,0.904013238706967,0.860745147832719,-0.583396420457987
"Ptyonoprogne rupestris",-0.477011523780656,-0.0439344491373859,-0.4867625352614,-0.806068646547739,0.563260341042776,-0.0194724267053671,-0.133219949452588
"Recurvirostra avosetta",0.370566191839721,0.461436860098345,1.3480844337224,1.00262465883605,0.243730541456628,1.37939186683664,2.16768201346389
"Spatula querquedula",-0.0892748157013167,0.0465661530395757,-0.124144557201361,0.427131334395753,-0.202225644243211,0.740715478577526,-0.358308184955288
"Sympetrum fonscolombii",-0.433745195054136,-0.577491630780234,-0.370724782282188,0.180491338207057,-0.511222758635743,-0.245410627656319,-0.450991576044634
"Tringa totanus",0.458201669674541,0.534653847927191,0.989092635442964,1.08483799089895,0.297761303616691,1.37515801606926,1.74787459010569
"Calandrella brachydactyla",-0.559365942792114,-0.692993038088551,-0.559286130873408,-0.806068646547739,-0.513298000336573,-0.979709780746916,-0.583396420457987
"Charadrius hiaticula",-0.0163834325318776,0.136277312935722,0.165949825246673,0.509344666458654,-0.193142628521042,0.841692819379517,0.274082571933248
"Columba oenas",-0.565896494772744,-0.832207010553658,-0.541155231970406,-0.477215318296142,-1.00249360218783,-1.13974933975384,-0.583396420457987
"Ixobrychus minutus",-0.294362200734655,-0.162733106278737,-0.338089164256783,0.0160646740812557,0.26006357202511,-0.0194724267053671,-0.43333759678952
"Lanius collurio",-0.404928974225426,-0.453202497997384,-0.359846242940386,0.0160646740812557,-0.427194259627047,-0.286205025050239,-0.43333759678952
"Muscicapa striata",-0.136571399418322,-0.128011007329242,-0.174911074129766,0.591557998521554,-0.187803912574453,-0.0849431553900166,-0.276457917499762
"Nycticorax nycticorax",0.432763277414983,0.449171851037321,0.289239937787085,1.16705132296185,1.00645486283801,0.791762579295255,0.192769908861666
"Podiceps nigricollis",0.159443687968913,0.153304179821609,0.568455780893317,1.00262465883605,0.0867315327711923,0.727378848660279,0.833825803077527
"Spatula clypeata",1.61498019182352,1.86223050185123,1.3335797146,1.33147798708765,1.04215700644814,1.98360334409098,1.30444039343562
"Apis mellifera",-0.382303261681878,-0.428020447550915,-0.392481860965789,0.0982780061441563,0.126955354156398,-0.589613355667536,-0.4427162732688
"Bufo bufo",-0.353718991827707,1.39518332166772,-0.548407591531607,-0.888281978610639,6.51550714202163,-0.539600993477873,-0.583396420457987
"Falco subbuteo",-0.25816999752549,-0.170503970077695,-0.261939388864174,0.180491338207057,0.14379988952895,0.36650533325251,-0.583396420457987
"Gonepteryx rhamni",-0.559213012941211,-0.733471137914734,-0.548407591531607,-0.723855314484839,-0.652667604896832,-0.873016741408969,-0.583396420457987
"Numenius phaeopus",-0.39515055373815,-0.51324272647931,-0.359846242940386,0.262704670269957,-0.709845548052959,-0.206185245546777,-0.458347400734265
"Oriolus oriolus",-0.117640209554207,-0.164750326046044,-0.21479905171637,0.755984662647351,-0.0943500082556872,-0.139502095960561,-0.489609655665195
"Phoenicopterus roseus",2.75121295044654,3.3065810490865,4.99964747278701,1.33147798708765,3.69402162055939,3.30005778108342,5.44315956235621
"Procambarus clarkii",-0.447512603238206,-0.235361189469302,-0.475883995919599,-0.559428650359043,0.92699430021689,0.0605473527980953,-0.583396420457987
"Sympetrum striolatum",-0.485366798183518,-0.621848319374199,-0.497641074603201,-0.148361990044545,-0.403768134158969,-0.955088310130466,-0.583396420457987
"Tadorna tadorna",0.781899830333662,0.803239668435145,1.83399252432286,1.33147798708765,0.971162835780677,2.08685467248255,2.10314058392906
"Theba pisana",-0.57023619936195,-0.805868526238191,-0.552033771312207,-0.723855314484839,-0.893237083472722,-0.873016741408969,-0.583396420457987
"Tringa erythropus",0.239505256879752,0.367117155717423,0.86580252290255,0.838197994710251,-0.0729583268024437,1.38887569255557,1.667485934569
"Vanessa cardui",-0.4795203532222,-0.649161119205199,-0.425117478991193,0.0160646740812557,-0.441596055817613,-0.446244584057164,-0.283278773121055
"Anacridium aegyptium",-0.49020575261408,-0.445659219195631,-0.501267254383801,-0.559428650359043,0.219130778123983,-0.6396257178572,-0.583396420457987
"Anser anser",0.765028364153791,1.38133435026836,0.470548926817105,0.673771330584455,0.595492015542609,0.8781407520726,0.884570332820485
"Calidris minuta",0.105775464616762,0.673130634043498,0.165949825246673,0.180491338207057,0.477632806215231,1.49619633800727,0.740652023675537
"Cecropis daurica",-0.577221619545903,-0.761605801222801,-0.555659951092807,-0.970495310673538,-0.803022318621853,-0.606284143064089,-0.583396420457987
"Charadrius alexandrinus",-0.233639933422177,-0.329706686000959,-0.120518377420759,0.673771330584455,-0.403997202589565,0.112734165517747,-0.0940741693651628
"Erythromma viridulum",-0.578463145378749,-0.695926719344072,-0.570164670215209,-1.05270864273644,-0.923561865646988,-1.13974933975384,-0.583396420457987
"Hydrocoloeus minutus",-0.549065855981063,-0.706121676984064,-0.515771973506203,-0.641641982421938,-0.794870531709172,-0.682493456876914,-0.583396420457987
"Jynx torquilla",-0.38386160008517,-0.314159348853914,-0.417865119429992,-0.148361990044545,0.175291896840631,-0.21644419163697,-0.583396420457987
"Larus canus",-0.5215718670038,-0.638132014667795,-0.508519613945002,-0.477215318296142,-0.646336989609465,-0.517373276949131,-0.583396420457987
"Pernis apivorus",-0.357977915691936,-0.368109520284129,-0.417865119429992,0.0982780061441563,-0.0624420257955856,-0.289539182529553,-0.583396420457987
"Phylloscopus trochilus",-0.234513302314194,-0.273042571917297,-0.348967703598585,0.509344666458654,-0.384308862462383,-0.530074829251271,-0.583396420457987
"Polyommatus icarus",-0.367659471646578,-0.313392263463283,-0.377977141843388,-0.0661486579816446,0.127910320348396,-0.568179486157684,-0.261841798311273
"Sus scrofa",-0.49012545143393,-0.445263671427026,-0.472257816138998,-0.559428650359043,0.283470218705862,-0.139502095960561,-0.583396420457987
"Trachemys scripta",-0.36445003314963,-0.130486821528046,-0.435996018332994,-0.312788654170341,0.916021703791342,-0.630532561095441,-0.174145083180352
"Turdus philomelos",-0.114328519771266,0.0466281207500976,-0.236556130399971,0.344918002332853,0.0343970460873103,0.250067883201034,-0.464928928088145
"Aeshna mixta",-0.488843232280706,-0.271300932108334,-0.497641074603201,-0.723855314484839,0.342292263178885,-0.0728189463743446,-0.583396420457987
"Aglais io",-0.443491746945827,-0.21555524475776,-0.457753097016597,-0.559428650359043,0.763023727148228,0.0605473527980953,-0.583396420457987
"Anax parthenope",-0.524415056812273,-0.417535169415921,-0.530276692628605,-0.806068646547739,0.0935823779329353,-0.339551544719217,-0.583396420457987
"Apus melba",-0.497266841156399,-0.480440748079791,-0.512145793725603,-0.559428650359043,-0.387389834746172,-0.6396257178572,-0.583396420457987
"Calidris temminckii",-0.526051965257907,-0.657748085777666,-0.515771973506203,-0.477215318296142,-0.846678318927058,-0.784105875294011,-0.583396420457987
"Chlidonias niger",-0.464399874396337,-0.526325721763188,-0.435996018332994,-0.230575322107441,-0.799661191310131,-0.472917843891657,-0.395822890872404
"Cyprinus carpio",-0.55197440539552,-0.634738230509301,-0.548407591531607,-0.806068646547739,-0.43728412974137,-0.979709780746916,-0.583396420457987
"Gelochelidon nilotica",-0.468051651503436,-0.657014847349681,-0.377977141843388,0.180491338207057,-0.739936085931552,-0.339551544719217,-0.583396420457987
"Haematopus ostralegus",-0.368197873490135,-0.503001825483735,-0.145901635884961,0.427131334395753,-0.53376546167281,-0.0594823164570983,-0.133219949452588
"Halyomorpha halys",-0.510016649567261,-0.410362366336227,-0.519398153286803,-0.723855314484839,0.438037316586923,-0.606284143064089,-0.583396420457987
"Larus fuscus",-0.471249315054954,-0.513084777392785,-0.475883995919599,-0.312788654170341,-0.748830996513968,-0.485042052907329,-0.583396420457987
"Lepomis gibbosus",-0.57698947623845,-0.66689070572558,-0.570164670215209,-1.05270864273644,-0.425437505659864,-1.13974933975384,-0.583396420457987
"Leptotes pirithous",-0.476845957827176,-0.567197022531237,-0.475883995919599,-0.230575322107441,-0.179184245608978,-0.739650442236529,-0.583396420457987
